#;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;Gl;Gb;
 ; ;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(deg);(deg);
2912;J1931+1952;lcm13;19:31:55.864;3.0e-03;lcm13;+19:52:11.5;1.0e-01;lcm13;*;0;*;*;0;*;55.134   ;0.451    ;
2913;J1931+30;cnst96;19:31:28;1.6e+01;cnst96;+30:35;5.0e+00;cnst96;*;0;*;*;0;*;64.506   ;5.674    ;
2914;J1931+42;gac+21;19:31;7.0e+00;gac+21;+42:30;5.0e+00;gac+21;*;0;*;*;0;*;75.150   ;11.265   ;
2915;J1932+1059;lvw68;19:32:14.0570;8.0e-04;jbv+19;+10:59:33.38;2.0e-02;jbv+19;94.09;1.1e-01;ccv+04;42.99;1.6e-01;ccv+04;47.382   ;-3.885   ;
2916;J1932+1500;lsb+17;19:32:46.307;1.5e-02;lsb+17;+15:00:22.2;4.0e-01;lsb+17;*;0;*;*;0;*;50.970   ;-2.071   ;
2917;J1932+1756;lbh+15;19:32:07.2277;5.0e-04;pkr+19;+17:56:17.31;1.0e-02;pkr+19;-13;5.0e+00;pkr+19;*;0;*;53.464   ;-0.520   ;
2918;J1932+1916;pga+13;19:32:19.70;4.0e-02;pga+13;+19:16:39;1.0e+00;pga+13;*;0;*;*;0;*;54.661   ;0.083    ;
2919;J1932+2020;ht74;19:32:08.023;2.7e-03;hlk+04;+20:20:46.41;5.3e-02;hlk+04;*;0;*;*;0;*;55.575   ;0.639    ;
2920;J1932+2220;ht75b;19:32:22.74;2.9e-02;hlk+04;+22:20:51.5;5.0e-01;hlk+04;*;0;*;*;0;*;57.356   ;1.554    ;
2921;J1932-3655;lml+98;19:32:06.1280;6.0e-04;lbs+20;-36:55:01.78;3.0e-02;lbs+20;*;0;*;*;0;*;2.072    ;-23.546  ;
2922;J1933+0758;rtj+96;19:33:19.407;2.0e-03;clm+05;+07:58:07.01;7.0e-02;clm+05;*;0;*;*;0;*;44.845   ;-5.565   ;
2923;J1933+1304;ht75b;19:33:22.529;4.0e-03;lcx02;+13:04:49.97;8.0e-02;lcx02;*;0;*;*;0;*;49.351   ;-3.127   ;
2924;J1933+1726;lbh+15;19:33:22.9828;3.0e-04;sab+16;+17:26:49.606;9.0e-03;sab+16;*;0;*;*;0;*;53.179   ;-1.021   ;
2925;J1933+1923g;hww+21;19:33:58;7.0e+00;hww+21;+19:23;2.0e+00;hww+21;*;0;*;*;0;*;54.940   ;-0.204   ;
2926;J1933+2038g;hww+21;19:33:42;7.0e+00;hww+21;+20:38;2.0e+00;hww+21;*;0;*;*;0;*;56.003   ;0.456    ;
2927;J1933+2421;stwd85;19:33:37.832;1.4e-02;hlk+04;+24:36:39.6;3.2e-01;hlk+04;*;0;*;*;0;*;59.478   ;2.394    ;
2928;J1933+5335;scb+19;19:33:01.1;1.0e-01;mbc+20;+53:35:43;1.0e+00;mbc+20;*;0;*;*;0;*;85.591   ;15.765   ;
2929;J1933-6211;jbo+07;19:33:32.42668;5.0e-05;gvo+17;-62:11:46.876;1.0e-03;gvo+17;-5.54;7.0e-02;gvo+17;10.7;2.0e-01;gvo+17;334.431  ;-28.632  ;
2930;J1934+1926;lbh+15;19:34:21.651;6.0e-03;psf+22;+19:26:35.31;1.4e-01;psf+22;*;0;*;*;0;*;55.038   ;-0.256   ;
2931;J1934+2352;nab+13;19:34:46.19;2.0e-02;nab+13;+23:52:55.9;3.0e-01;nab+13;*;0;*;*;0;*;58.966   ;1.814    ;
2932;J1934+5219;slr+14;19:34:23.88;2.3e-02;lsk+18;+52:19:57.6;3.2e-01;lsk+18;*;0;*;*;0;*;84.493   ;15.046   ;
2933;J1935+1159;cha03;19:35:16.076;1.4e-02;bfrs18;+11:59:09.2;4.0e-01;bfrs18;*;0;*;*;0;*;48.613   ;-4.059   ;
2934;J1935+1616;dl70;19:35:47.8259;1.0e-04;cbv+09;+16:16:39.986;2.0e-03;cbv+09;1.13;1.3e-01;cbv+09;-16.09;1.5e-01;cbv+09;52.436   ;-2.093   ;
2935;J1935+1726;lcm13;19:35:03.948;3.0e-03;lcm13;+17:26:28.46;3.0e-02;lcm13;*;0;*;*;0;*;53.368   ;-1.374   ;
2936;J1935+1745;ht75b;19:35:29.97;1.0e-02;lcx02;+17:45:12.2;2.0e-01;lcx02;*;0;*;*;0;*;53.691   ;-1.313   ;
2937;J1935+1829;psf+22;19:35:42.91;1.0e-02;psf+22;+18:29:28.1;3.0e-01;psf+22;*;0;*;*;0;*;54.361   ;-0.999   ;
2938;J1935+2025;lcm13;19:35:41.941;3.0e-03;lcm13;+20:25:40.1;3.0e-01;lcm13;*;0;*;*;0;*;56.051   ;-0.053   ;
2939;J1935+2154;irz+14;19:34:55.68;1.7e-01;cbcp14;+21:53:48.2;2.3e+00;cbcp14;*;0;*;*;0;*;57.247   ;0.819    ;
2940;J1936+1536;ht74;19:36:01.52;2.0e-02;gr78;+15:36:36.0;2.0e-01;gr78;*;0;*;*;0;*;51.879   ;-2.465   ;
2941;J1936+18;palfa21;19:36:03;7.0e+00;hww+21;+18:05;2.0e+00;hww+21;*;0;*;*;0;*;54.043   ;-1.267   ;
2942;J1936+1952g;hww+21;19:36:00;7.0e+00;hww+21;+19:52;2.0e+00;hww+21;*;0;*;*;0;*;55.595   ;-0.388   ;
2943;J1936+2036g;hww+21;19:36:41;7.0e+00;hww+21;+20:36;2.0e+00;hww+21;*;0;*;*;0;*;56.314   ;-0.170   ;
2944;J1936+2042;lbh+15;19:36:27.42;2.0e-02;psf+22;+20:42:04.5;4.0e-01;psf+22;*;0;*;*;0;*;56.376   ;-0.074   ;
2945;J1936+21;lcm13;19:36:11;8.0e+00;hww+21;+21:09;2.0e+00;hww+21;*;0;*;*;0;*;56.737   ;0.200    ;
2946;J1936+217;hww+21;19:37:00;8.0e+00;hww+21;+21:43;2.0e+00;hww+21;*;0;*;*;0;*;57.324   ;0.311    ;
2947;J1937-00;dsm+13;19:37:09;3.0e+01;dsm+13;-00:17;8.0e+00;dsm+13;*;0;*;*;0;*;37.943   ;-10.288  ;
2948;J1937+1505;hfs+04;19:37:16.31;1.4e-01;hfs+04;+15:05:19;4.0e+00;hfs+04;*;0;*;*;0;*;51.569   ;-2.981   ;
2949;J1937+1658;pkr+19;19:37:24.90851;8.0e-05;pkr+19;+16:58:42.553;2.0e-03;pkr+19;-1.8;7.0e-01;pkr+19;-5;1.0e+00;pkr+19;53.237   ;-2.090   ;
2950;J1937+2544;dtws85;19:37:01.2544;1.0e-04;dgb+19;+25:44:13.436;1.0e-03;dgb+19;-10.04;4.0e-02;dgb+19;-13.06;4.0e-02;dgb+19;60.836   ;2.270    ;
2951;J1937+2950;jsb+09;19:37:47.603;1.4e-02;jsb+09;+29:50:01.8;2.0e-01;jsb+09;*;0;*;*;0;*;64.504   ;4.115    ;
2952;J1938+0650;fcwa95;19:37:53.46;4.0e-02;lwf+04;+06:50:06.0;2.0e-01;lwf+04;*;0;*;*;0;*;44.386   ;-7.101   ;
2953;J1938+14;dsm+16;19:38:07;7.0e+00;hww+21;+15:06;2.0e+00;hww+21;*;0;*;*;0;*;51.678   ;-3.154   ;
2954;J1938+2010;nab+13;19:38:08.34;2.0e-02;nab+13;+20:10:51.7;4.0e-01;nab+13;*;0;*;*;0;*;56.115   ;-0.672   ;
2955;J1938+2012;lbh+15;19:38:40.0803;1.0e-04;sab+16;+20:12:50.827;3.0e-03;sab+16;*;0;*;*;0;*;56.205   ;-0.764   ;
2956;J1938+2213;cha03;19:38:14.180;3.0e-03;lcm13;+22:13:12.68;4.0e-02;lcm13;*;0;*;*;0;*;57.903   ;0.308    ;
2957;J1938+2659;psf+22;19:38:39.175;6.0e-03;psf+22;+26:59:14.96;1.4e-01;psf+22;*;0;*;*;0;*;62.107   ;2.562    ;
2958;J1938+6604;slr+14;19:38:56.92152;1.2e-04;lsk+18;+66:04:31.7077;6.2e-04;lsk+18;*;0;*;*;0;*;97.946   ;20.030   ;
2959;J1939+10;cnst96;19:39:11;2.0e+01;cnst96;+10:45;5.0e+00;cnst96;*;0;*;*;0;*;47.993   ;-5.497   ;
2960;J1939+2134;bkh+82;19:39:38.5611889;6.0e-07;rsc+21;+21:34:59.119343;1.4e-05;rsc+21;0.072;2.1e-03;*;-0.407;3.0e-03;*;57.509   ;-0.290   ;
2961;J1939+2352g;hww+21;19:39:49;7.0e+00;hww+21;+23:52;2.0e+00;hww+21;*;0;*;*;0;*;59.516   ;0.800    ;
2962;J1939+2449;sstd86;19:39:05.596;1.3e-02;hlk+04;+24:42:55.6;2.5e-01;hlk+04;*;0;*;*;0;*;60.174   ;1.361    ;
2963;J1939+2609;psf+22;19:39:42.3413;1.4e-03;psf+22;+26:09:36.39;4.0e-02;psf+22;*;0;*;*;0;*;61.501   ;1.951    ;
2964;J1940+0239;mbc+19;19:40:33;0;mbc+19;+02:36:41;0;mbc+19;*;0;*;*;0;*;40.945   ;-9.688   ;
2965;J1940-0902;sfj+20;19:40:54.530;8.0e-03;sfj+20;-09:02:18.0;7.0e-01;sfj+20;*;0;*;*;0;*;30.358   ;-15.063  ;
2966;J1940+2245;lbh+15;19:40:27.644;1.0e-02;lsb+17;+22:45:46.62;2.0e-01;lsb+17;*;0;*;*;0;*;58.629   ;0.127    ;
2967;J1940+2337;nab+13;19:40:35.486;7.0e-03;nab+13;+23:37:46.5;2.0e-01;nab+13;*;0;*;*;0;*;59.397   ;0.529    ;
2968;J1940-24;mss+20;19:40;0;mss+20;-24;0;mss+20;*;0;*;*;0;*;15.854   ;-20.883  ;
2969;J1940-2403;lml+98;19:40:30;2.0e+01;dsb+98;-24:03;3.0e+00;dsb+98;*;0;*;*;0;*;15.848   ;-21.007  ;
2970;J1940+26;palfa21;19:40:13;8.0e+00;hww+21;+26:01;2.0e+00;hww+21;*;0;*;*;0;*;61.432   ;1.780    ;
2971;J1941+0121;blr+13;19:41:16.039;1.6e-02;blr+13;+01:21:39.5;5.0e-01;blr+13;*;0;*;*;0;*;39.909   ;-10.434  ;
2972;J1941-0746;mss+20;19:41:05;0.0e+00;mss+20;-07:46:19;0.0e+00;mss+20;*;0;*;*;0;*;31.556   ;-14.548  ;
2973;J1941+1026;nft95;19:41:32.334;8.0e-03;cn95;+10:26:25.6;3.0e-01;cn95;*;0;*;*;0;*;48.004   ;-6.153   ;
2974;J1941+1341;lfl+06;19:41:04.867;1.8e-02;lfl+06;+13:41:30.4;6.0e-01;lfl+06;*;0;*;*;0;*;50.799   ;-4.468   ;
2975;J1941+2525;nab+13;19:41:20.80;1.0e-02;nab+13;+25:25:05.3;2.0e-01;nab+13;*;0;*;*;0;*;61.037   ;1.263    ;
2976;J1941-2602;mlt+78;19:41:00.4070;1.8e-03;hlk+04;-26:02:05.75;1.2e-01;hlk+04;12;2.0e+00;bfg+03;-10;4.0e+00;bfg+03;13.901   ;-21.824  ;
2977;J1941+4320;slr+14;19:41:58.915;4.3e-03;lsk+18;+43:20:06.32;3.2e-02;lsk+18;*;0;*;*;0;*;76.846   ;9.864    ;
2978;J1942+0147;dsm+16;19:42:27;0;mbc+19;+01:50:11;0;mbc+19;*;0;*;*;0;*;40.477   ;-10.472  ;
2979;J1942+1743;ht75b;19:42:01.03;2.0e-02;lcx02;+17:43:28.3;4.0e-01;lcx02;*;0;*;*;0;*;54.427   ;-2.680   ;
2980;J1942-2019;sfj+20;19:42:50.34;8.0e-02;sfj+20;-20:19:23;7.0e+00;sfj+20;*;0;*;*;0;*;19.758   ;-20.120  ;
2981;J1942+3941;ccl+21;19:42:22.05;3.0e-02;ccl+21;+39:41:41.4;7.0e-01;ccl+21;*;0;*;*;0;*;73.641   ;8.066    ;
2982;J1942+8106;slr+14;19:42:54.68;1.9e-02;lsk+18;+81:06:17.33;4.2e-02;lsk+18;*;0;*;*;0;*;113.371  ;24.825   ;
2983;J1943+0609;ebvb01;19:43:29.132;5.0e-03;ebvb01;+06:09:57.6;1.0e-01;ebvb01;*;0;*;*;0;*;44.465   ;-8.641   ;
2984;J1943-1237;mlt+78;19:43:25.481;7.6e-03;hlk+04;-12:37:42.4;5.0e-01;hlk+04;*;0;*;*;0;*;27.255   ;-17.158  ;
2985;J1943+2210;skl+15;19:43:16.4910;1.0e-04;skl+15;+22:10:23.151;2.0e-03;skl+15;*;0;*;*;0;*;58.439   ;-0.730   ;
2986;J1943+5815;dcm+23;19:43:23.175;2.0e-03;dcm+23;+58:15:53.08;2.0e-02;dcm+23;*;0;*;*;0;*;90.634   ;16.416   ;
2987;J1944+0907;clm+05;19:44:09.329978;6.7e-06;aab+21a;+09:07:23.02872;1.8e-04;aab+21a;14.01;3.2e-02;*;-22.59;5.9e-02;*;47.160   ;-7.357   ;
2988;J1944-10;kkl+15;19:44;2.0e+00;kkl+15;-10:17;3.6e+01;kkl+15;*;0;*;*;0;*;29.535   ;-16.289  ;
2989;J1944-1750;mlt+78;19:44:05.23;5.1e-02;hlk+04;-17:50:11;3.9e+00;hlk+04;*;0;*;*;0;*;22.314   ;-19.426  ;
2990;J1944+1755;ht75b;19:44:31.80;4.0e-02;lcx02;+17:55:42.4;7.0e-01;lcx02;*;0;*;*;0;*;54.902   ;-3.098   ;
2991;J1944+2236;csl+12;19:44:01.0707;1.1e-03;csl+12;+22:36:22.62;2.0e-02;csl+12;*;0;*;*;0;*;58.900   ;-0.663   ;
2992;J1945-0040;mlt+78;19:45:28.39;2.2e-02;hlk+04;-00:40:58.1;1.1e+00;hlk+04;*;0;*;*;0;*;38.565   ;-12.317  ;
2993;J1945+07;dsm+13;19:45:55;3.0e+01;dsm+13;+07:17;8.0e+00;dsm+13;*;0;*;*;0;*;45.750   ;-8.631   ;
2994;J1945+1211;clh+20;19:45:11.56;3.0e-02;clh+20;+12:11:46.2;7.0e-01;clh+20;*;0;*;*;0;*;49.984   ;-6.075   ;
2995;J1945+1834;ht75b;19:45:36.10;2.0e-02;lcx02;+18:34:20.1;4.0e-01;lcx02;*;0;*;*;0;*;55.588   ;-2.998   ;
2996;J1946-09;mss+20;19:46;0.0e+00;mss+20;-09;0.0e+00;mss+20;*;0;*;*;0;*;30.962   ;-16.179  ;
2997;J1946-1312;jbo+09;19:46:57.829;1.0e-02;jbo+09;-13:12:36.4;6.0e-01;jbo+09;*;0;*;*;0;*;27.079   ;-18.184  ;
2998;J1946+14;dsm+16;19:46:52;1.2e+02;dsm+16;+14:42;8.0e+00;dsm+16;*;0;*;*;0;*;52.373   ;-5.191   ;
2999;J1946+1805;vl70;19:46:53.044;6.0e-03;hlk+04;+18:05:41.24;1.1e-01;hlk+04;1;5.0e+00;las82;-9;4.0e+00;las82;55.326   ;-3.500   ;
3000;J1946+2052;sfc+18;19:46:14.130;6.0e-03;sfc+18;+20:52:24.64;9.0e-02;sfc+18;*;0;*;*;0;*;57.657   ;-1.975   ;
3001;J1946+2244;ht75b;19:46:24.89;3.0e-02;gr78;+22:44:59.4;6.0e-01;gr78;*;0;*;*;0;*;59.301   ;-1.070   ;
3002;J1946+24;dcm+09;19:46:00;7.0e+00;dcm+09;+23:58;2.0e+00;dcm+09;*;0;*;*;0;*;60.306   ;-0.376   ;
3003;J1946+2535;nab+13;19:46:49.10;5.0e-02;nab+13;+25:35:51.5;9.0e-01;nab+13;*;0;*;*;0;*;61.809   ;0.283    ;
3004;J1946+2611;nft95;19:46:45.81;8.0e-02;cn95;+26:11:49.2;9.0e-01;cn95;*;0;*;*;0;*;62.321   ;0.595    ;
3005;J1946-2913;mlt+78;19:46:51.734;8.0e-03;hlk+04;-29:13:47.1;5.0e-01;hlk+04;19;9.0e+00;bfg+03;-33;2.0e+01;bfg+03;11.108   ;-24.121  ;
3006;J1946+3417;bck+13;19:46:25.129895;7.4e-06;aab+21a;+34:17:14.69010;1.4e-04;aab+21a;-7.68;1.2e-01;*;4.58;1.6e-01;*;69.294   ;4.713    ;
3007;J1946-5403;ckr+15;19:46:34.497;3.0e-03;aab+22;-54:03:42.51;4.0e-02;aab+22;*;0;*;*;0;*;343.885  ;-29.580  ;
3008;J1947+0915;ebvb01;19:47:46.22;5.0e-02;ebvb01;+09:15:08.0;8.0e-01;ebvb01;*;0;*;*;0;*;47.713   ;-8.073   ;
3009;J1947+10;cnst96;19:47:36;1.6e+01;cnst96;+10:44;5.0e+00;cnst96;*;0;*;*;0;*;48.995   ;-7.309   ;
3010;J1947-18;mbc+19;19:47:31;0;mbc+19;-18:58:12;0;mbc+19;*;0;*;*;0;*;21.541   ;-20.617  ;
3011;J1947+1957;nab+13;19:47:19.435;4.0e-03;nab+13;+19:57:08.39;9.0e-02;nab+13;*;0;*;*;0;*;56.987   ;-2.658   ;
3012;J1947+2011g;hww+21;19:47:47;7.0e+00;hww+21;+20:11;2.0e+00;hww+21;*;0;*;*;0;*;57.242   ;-2.635   ;
3013;J1947-4215;lml+98;19:47:06;2.5e+01;dsb+98;-42:15;3.0e+00;dsb+98;*;0;*;*;0;*;357.183  ;-27.712  ;
3014;J1947-43;bcm+16;19:47;4.0e+00;bcm+16;-43:00;4.0e+01;bcm+16;*;0;*;*;0;*;356.350  ;-27.855  ;
3015;J1948+1808;psf+22;19:48:22.129;4.0e-03;psf+22;+18:08:30.15;8.0e-02;psf+22;*;0;*;*;0;*;55.544   ;-3.782   ;
3016;J1948+2333;lsb+17;19:48:19.317;3.0e-03;lsb+17;+23:33:03.23;5.0e-02;lsb+17;*;0;*;*;0;*;60.214   ;-1.045   ;
3017;J1948+2551;nab+13;19:48:17.579;1.0e-03;nab+13;+25:51:51.95;2.0e-02;nab+13;*;0;*;*;0;*;62.207   ;0.131    ;
3018;J1948-27;mss+20;19:48;0.0e+00;mss+20;-27;0.0e+00;mss+20;*;0;*;*;0;*;13.501   ;-23.624  ;
3019;J1948+2819;psf+22;19:48:38.39;1.0e-02;psf+22;+28:19:20.06;1.9e-01;psf+22;*;0;*;*;0;*;64.366   ;1.307    ;
3020;J1948+3540;dl70;19:48:25.0067;1.0e-03;hlk+04;+35:40:11.057;1.5e-02;hlk+04;-12.6;6.0e-01;bfg+03;0.7;6.0e-01;bfg+03;70.702   ;5.047    ;
3021;J1949+2306;nab+13;19:49:07.32;1.0e-02;nab+13;+23:06:55.5;2.0e-01;nab+13;*;0;*;*;0;*;59.931   ;-1.423   ;
3022;J1949+2516g;hww+21;19:49:37;8.0e+00;hww+21;+25:16;2.0e+00;hww+21;*;0;*;*;0;*;61.843   ;-0.429   ;
3023;J1949-2524;mlt+78;19:49:25.41;3.1e-02;hlk+04;-25:24:01;2.1e+00;hlk+04;*;0;*;*;0;*;15.260   ;-23.380  ;
3024;J1949+3106;dfc+12;19:49:29.6374604;3.7e-06;zfk+19;+31:06:03.80604;6.0e-05;zfk+19;-2.894;3.1e-02;zfk+19;-5.093;4.5e-02;zfk+19;66.858   ;2.554    ;
3025;J1949+3426;acd+19;19:49:13.671;6.0e-03;acd+19;+34:26:33.89;8.0e-02;acd+19;*;0;*;*;0;*;69.720   ;4.288    ;
3026;J1950+05;cnst96;19:50:58;1.6e+01;cnst96;+05:35;5.0e+00;cnst96;*;0;*;*;0;*;44.857   ;-10.552  ;
3027;J1950+2352g;hww+21;19:50:56;7.0e+00;hww+21;+23:52;2.0e+00;hww+21;*;0;*;*;0;*;60.790   ;-1.399   ;
3028;J1950+2414;kls+15;19:50:45.063661;2.4e-05;zfk+19;+24:14:56.9639;4.0e-04;zfk+19;-2.12;1.8e-01;zfk+19;-3.64;1.9e-01;zfk+19;61.098   ;-1.169   ;
3029;J1950+2556g;hww+21;19:50:04;7.0e+00;hww+21;+25:56;2.0e+00;hww+21;*;0;*;*;0;*;62.468   ;-0.178   ;
3030;J1950+3001;psf+22;19:50:53.68;2.0e-02;psf+22;+30:01:42.7;3.0e-01;psf+22;*;0;*;*;0;*;66.087   ;1.749    ;
3031;J1951+1123;nft95;19:51:08.25;2.0e-02;cn95;+11:23:25.2;7.0e-01;cn95;*;0;*;*;0;*;50.003   ;-7.738   ;
3032;J1951+4724;ccl+21;19:51:07.45;3.0e-02;ccl+21;+47:24:35.1;2.0e-01;ccl+21;*;0;*;*;0;*;81.260   ;10.405   ;
3033;J1952+1410;sstd86;19:52:06.15;2.6e-02;hlk+04;+14:07:29.4;6.0e-01;hlk+04;*;0;*;*;0;*;52.509   ;-6.576   ;
3034;J1952+2513;psf+22;19:52:20.738;1.5e-02;psf+22;+25:13:44.1;7.0e-01;psf+22;*;0;*;*;0;*;62.125   ;-0.980   ;
3035;J1952+2630;kla+11;19:52:36.840234;6.0e-06;gfb+22;+26:30:28.0843;1.1e-03;gfb+22;-2.57;1.7e-01;gfb+22;-5.38;2.8e-01;gfb+22;63.254   ;-0.376   ;
3036;J1952+2702g;hww+21;19:52:18;6.0e+00;hww+21;+27:02;2.0e+00;hww+21;*;0;*;*;0;*;63.669   ;-0.046   ;
3037;J1952+2836g;hww+21;19:52:48;8.0e+00;hww+21;+28:36;2.0e+00;hww+21;*;0;*;*;0;*;65.071   ;0.662    ;
3038;J1952+3021;pab+18;19:52:19.696;1.1e-02;psf+22;+30:21:20.0;4.0e-01;psf+22;*;0;*;*;0;*;66.526   ;1.650    ;
3039;J1952+3252;kcb+88;19:52:58.206;1.0e-03;zbcg08;+32:52:40.51;1.0e-02;zbcg08;-28.8;9.0e-01;zbcg08;-14.7;9.0e-01;zbcg08;68.765   ;2.823    ;
3040;J1953+1149;nft95;19:53:47.47;3.0e-02;cn95;+11:49:42.6;5.0e-01;cn95;*;0;*;*;0;*;50.714   ;-8.083   ;
3041;J1953+1844g;hww+21;19:53:44;7.0e+00;hww+21;+18:44;2.0e+00;hww+21;*;0;*;*;0;*;56.701   ;-4.579   ;
3042;J1953+1846A;hrs+07;19:53:46.5;0.0e+00;har10a;+18:46:45;0.0e+00;har10a;-3.416;2.5e-02;vb21;-2.656;2.4e-02;vb21;56.746   ;-4.564   ;
3043;J1953+1846B;pqm+21;19:53:46.5;0.0e+00;har10a;+18:46:45;0.0e+00;har10a;-3.416;2.5e-02;vb21;-2.656;2.4e-02;vb21;56.746   ;-4.564   ;
3044;J1953+1846C;pqm+21;19:53:46.5;0.0e+00;har10a;+18:46:45;0.0e+00;har10a;-3.416;2.5e-02;vb21;-2.656;2.4e-02;vb21;56.746   ;-4.564   ;
3045;J1953+1846D;pqm+21;19:53:46.5;0.0e+00;har10a;+18:46:45;0.0e+00;har10a;-3.416;2.5e-02;vb21;-2.656;2.4e-02;vb21;56.746   ;-4.564   ;
3046;J1953+2732;nab+13;19:53:07.80;2.0e-02;nab+13;+27:32:48.2;4.0e-01;nab+13;*;0;*;*;0;*;64.205   ;0.059    ;
3047;J1953+2819;psf+22;19:53:35.238;1.1e-02;psf+22;+28:19:39.52;1.9e-01;psf+22;*;0;*;*;0;*;64.926   ;0.374    ;
3048;J1953+30;ttk+17;19:53:48;1.2e+01;scb+19;+30:13;3.0e+00;scb+19;*;0;*;*;0;*;66.570   ;1.306    ;
3049;J1954+1021;kmk+18;19:54:36.80;1.0e-02;kmk+18;+10:21:10.5;9.0e-01;kmk+18;*;0;*;*;0;*;49.523   ;-8.995   ;
3050;J1954+2407;lsb+17;19:54:00.374;3.0e-03;lsb+17;+24:07:14.00;4.0e-02;lsb+17;*;0;*;*;0;*;61.367   ;-1.872   ;
3051;J1954+2529;psf+22;19:54:19.716;3.0e-03;psf+22;+25:29:27.34;7.0e-02;psf+22;*;0;*;*;0;*;62.580   ;-1.229   ;
3052;J1954+2836;sdz+10;19:54:19.15;4.0e-02;sdz+10;+28:36:06;1.0e+00;sdz+10;*;0;*;*;0;*;65.244   ;0.377    ;
3053;J1954+2923;dlp70;19:54:22.554;2.0e-03;hlk+04;+29:23:17.29;4.0e-02;hlk+04;25;1.7e+01;las82;-36;1.0e+01;las82;65.924   ;0.772    ;
3054;J1954+3852;kmk+18;19:54:01.083;4.0e-03;kmk+18;+38:52:15.88;5.0e-02;kmk+18;*;0;*;*;0;*;74.043   ;5.699    ;
3055;J1954+4357;slr+14;19:54:38.449;6.2e-03;lsk+18;+43:57:37.37;7.1e-02;lsk+18;*;0;*;*;0;*;78.527   ;8.169    ;
3056;J1955-0907;mss+20;19:55:57;0.0e+00;mss+20;-09:07:14;0.0e+00;mss+20;*;0;*;*;0;*;31.965   ;-18.444  ;
3057;J1955+2527;dfc+12;19:55:59.39523;7.0e-05;dfc+12;+25:27:03.443;2.0e-03;dfc+12;-1.9;6.0e-01;dfc+12;-2.4;8.0e-01;dfc+12;62.740   ;-1.571   ;
3058;J1955+2908;bbf83;19:55:27.875263;7.3e-06;aab+21a;+29:08:43.43329;1.1e-04;aab+21a;-0.98;5.1e-02;*;-4.05;5.9e-02;*;65.839   ;0.443    ;
3059;J1955+2912g;hww+21;19:55:23;8.0e+00;hww+21;+29:12;2.0e+00;hww+21;*;0;*;*;0;*;65.877   ;0.487    ;
3060;J1955+2930;psf+22;19:55:07.527;9.0e-03;psf+22;+29:30:49.80;1.6e-01;psf+22;*;0;*;*;0;*;66.116   ;0.697    ;
3061;J1955+5059;dth78;19:55:18.7637;1.3e-03;hlk+04;+50:59:55.292;1.3e-02;hlk+04;-23;5.0e+00;hla93;54;5.0e+00;hla93;84.793   ;11.553   ;
3062;J1955+6708;slr+14;19:55:38.76695;1.2e-04;lsk+18;+67:08:15.1306;7.0e-04;lsk+18;-3;1.0e+00;lsk+18;10;2.0e+00;lsk+18;99.682   ;18.938   ;
3063;J1956+07;dsm+16;19:56:35;1.2e+02;dsm+16;+07:16;8.0e+00;dsm+16;*;0;*;*;0;*;47.046   ;-10.947  ;
3064;J1956+0838;ebvb01;19:56:52.26;2.0e-02;ebvb01;+08:38:16.8;4.0e-01;ebvb01;*;0;*;*;0;*;48.295   ;-10.331  ;
3065;J1956-2752;kkl+15;19:56:28;0.0e+00;mss+20;-27:52:56;0.0e+00;mss+20;*;0;*;*;0;*;13.259   ;-25.688  ;
3066;J1956+2826g;hww+21;19:56:47;8.0e+00;hww+21;+28:26;2.0e+00;hww+21;*;0;*;*;0;*;65.381   ;-0.173   ;
3067;J1957-0002;scb+19;19:57:42.620;7.0e-03;tbc+20;-00:02:06.8;2.0e-01;tbc+20;*;0;*;*;0;*;40.625   ;-14.718  ;
3068;J1957+2516;lbh+15;19:57:34.6115;3.0e-04;sab+16;+25:16:02.076;3.0e-03;sab+16;*;0;*;*;0;*;62.769   ;-1.973   ;
3069;J1957+2831;llc98;19:57:19.397;7.7e-03;hlk+04;+28:31:43.84;1.4e-01;hlk+04;*;0;*;*;0;*;65.524   ;-0.225   ;
3070;J1957+5033;sdz+10;19:57:38.9;8.0e-01;sdz+10;+50:33:18;9.0e+00;sdz+10;*;0;*;*;0;*;84.584   ;11.013   ;
3071;J1958+2846;aaa+09c;19:58:40.07;3.0e-02;rkp+11;+28:45:54;1.0e+00;rkp+11;*;0;*;*;0;*;65.879   ;-0.353   ;
3072;J1958+3033;pab+18;19:58:06.82;1.0e-02;psf+22;+30:33:52.7;2.0e-01;psf+22;*;0;*;*;0;*;67.350   ;0.691    ;
3073;J1958+56;scb+19;19:58:00;2.4e+01;scb+19;+56:49;3.0e+00;scb+19;*;0;*;*;0;*;90.216   ;14.012   ;
3074;J1959+2048;fst88;19:59:36.76988;5.0e-05;aft94;+20:48:15.1222;6.0e-04;aft94;-16.0;5.0e-01;aft94;-25.8;6.0e-01;aft94;59.197   ;-4.697   ;
3075;J1959+3620;bck+13;19:59:38.03;2.0e-02;bck+13;+36:20:29.1;3.0e-01;bck+13;*;0;*;*;0;*;72.444   ;3.442    ;
3076;J2000+2920;pab+18;20:00:16.508;6.0e-03;psf+22;+29:20:07.47;1.2e-01;psf+22;*;0;*;*;0;*;66.549   ;-0.353   ;
